barcode_id,type
306518388256,2
111981908312,1
326205701310,0
572224911274,1
623985178068,1
483494199886,0
139165246228,2
779998501122,1
455394184436,1
235908754856,0
421580579312,1
129222046781,0
248593677649,0
673132492692,1
847596705610,2
443809824407,0
836501627920,2
646164333900,0
203572087089,2
303122429977,2
760113016643,0
424169672196,0
771169990965,1
812276220348,1
495532135330,2
408315000334,0
782915873868,1
550920781812,2
367934841763,2
602788323486,0
873626388728,1
347254410623,2
145718316191,1
838938966113,2
982112877969,2
428914786808,2
461780870081,0
780004876816,2
256789731760,0
581703745778,2
850673158353,0
875009858242,1
507304748865,1
921502016729,0
283858448431,0
226451695398,1
811858585293,1
449560921146,1
164962097008,2
596610187005,0
970529678104,0
615490224314,0
623841238365,1
232418499019,0
759408103619,2
990488207261,1
652206928408,1
138019276445,2
510639318803,0
425772761349,1
113767081399,0
776594214142,2
648088899808,2
601485499157,0
601124668574,1
747198738997,2
984256519694,1
817473358527,1
501481209074,2
968357606756,0
465913752076,0
825212255927,2
340186174954,2
702608986959,1
363218490638,1
921309998786,0
321087129631,1
409625586329,0
348367584228,0
428172525319,1
473943629634,2
691776801494,0
945548867859,0
312214401306,0
387874019453,1
604578946774,2
608373906335,0
465875277024,2
471098201835,1
122814321904,1
673694774976,2
814375992718,0
949587864301,2
390549961943,0
633472734640,2
316605372178,1
301470829113,2
615173454325,1
705141876242,0
526875051941,2
241861592362,0
413008354146,2
469462804816,1
414737562903,1
400304173270,0
917925136487,2
583471976689,1
299615643084,0
309691666455,2
352877562512,1
969792079845,2
745024893403,0
121258712071,2
286094464373,2
741537977563,1
654733309894,1
649632374727,0
154328811325,0
438445928807,2
279973461311,1
633385030336,1
642660910400,1
339659787914,0
494795729199,0
971921568030,0
781773690370,2
419295231687,0
127432618674,0
182316367769,0
827555428100,0
989064393889,1
261098309886,2
197144336801,1
958408728965,1
521799003474,0
745084061195,2
754396270396,1
830195744257,0
431864637909,0
900913499666,2
470051059883,1
747655133191,0
606916255210,2
467703227745,1
722041130294,1
214826391941,2
573492747286,0
926057615103,0
679543247744,0
657473755116,2
267775503731,2
640483516655,0
128122831819,0
885703216369,1
589126222344,0
293326523982,0
551252809453,0
202650802710,2
892402619936,2
366278886935,2
119690404757,2
792667046815,1
852139060623,2
356202736942,2
460793780421,1
289900583917,0
995879074390,1
528899938644,1
624974122762,2
141817588374,0
498512043712,0
500872513388,2
863790465345,1
186853205619,2
797557138086,2
618041301887,2
413645403298,2
845090079330,1
348962044074,1
255356601669,1
856149154541,1
464591915944,2
136601886861,2
723309031842,0
936035677360,1
993548477263,0
104839181641,0
583222887730,2
637262801108,2
460146027069,0
155445582371,0
186891315398,0
281517562761,1
571936076541,1
209550209029,0
669738617006,1
277307734240,1
667307345810,0
932929177137,1
428663522466,1
354471943568,1
555157651320,0
269658073169,2
730709056096,2
379190320146,1
799585400091,2
355249189079,1
442133378170,0
400081681775,0
876474009332,0
971872810552,2
107738196887,2
287561537479,1
328406403510,2
786288052983,0
684016740557,2
740885562982,0
752192951226,1
598237909106,2
966463031658,2
973226972569,0
844736487812,0
939554056431,0
532341172772,1
934234128050,0
752164558385,1
951865289919,2
458786927972,2
785731834306,0
652571605119,0
761657297674,1
451182291839,0
792724945493,0
829237627575,0
855639276022,1
543509448433,1
993046797759,0
199570445984,0
857580109916,0
805845283610,2
434757461694,1
892551058102,0
671099072961,0
438093489971,1
420465758295,2
716866658198,0
565918649964,0
506761724731,2
675519904978,0
755500627112,0
582581702314,2
917923617949,1
606277817771,1
275899721076,0
287261183039,0
999770412212,0
672984127635,0
167130383649,0
554509675993,2
316868800759,2
980601213854,1
572539660198,0
398001871126,0
871197265037,2
422687337204,0
976400678828,2
844042260091,0
220810912446,0
703830888681,0
879353715801,2
668441598661,0
923570867289,1
531715054513,2
382182479760,2
496895351760,2
432036822648,1
415447149586,1
984283903353,0
442622366352,0
164058188395,0
458821892320,0
222980723326,2
164399643745,2
124718844953,1
850059238231,1
101078762851,1
494231681626,1
206808216865,0
321110960905,0
393092257470,0
271674581729,1
158858254540,2
947729299800,2
972582347590,0
353224316682,0
316088296170,1
759168353995,1
993708369907,2
331380525219,1
818793020374,1
328157946616,2
937493848258,1
585775363798,0
648521039455,1
384184651746,2
798431696699,0
678929752014,0
489566316361,2
279156263883,0
829589467456,2
170173148263,2
836305288950,0
490906599914,1
778566311788,2
806425289259,0
732914314400,2
265479392562,0
366526310478,1
837362979744,1
980234793139,2
897027500461,2
942265466759,0
506672951645,2
369643109550,2
629686673160,1
450786178122,1
774840696416,0
457140999856,0
138897427561,2
686713906083,2
727596786360,2
875547098867,2
674076896396,2
336143009428,1
650115387254,1
175629746592,1
239223854749,0
519952918630,2
531975205726,1
338914762405,2
104939772637,2
955013771477,2
102529128278,1
331386627074,2
139219248200,2
258784480190,2
317130036933,2
553335638142,1
807372519330,2
415469812436,0
382680382776,0
532989574782,1
625150926496,1
506672522942,1
478134923934,1
968080372820,2
909166688417,0
468285053289,1
351971107085,0
281470757067,2
619210610613,0
746798640076,2
381587686336,2
525633029789,2
942842635702,1
693452398687,1
169763194242,2
751781315383,2
564869705285,1
113205932695,1
831016933204,1
934948881251,0
503597905331,2
459070538192,1
739166302551,2
397073459623,0
191631729913,1
509194055594,0
874633279149,0
749416103318,1
231765983964,2
125251604551,2
667299745914,1
127045826229,1
262408522390,1
564321532966,1
786152903255,0
377605632419,2
770434233620,2
331576773752,1
874510615787,0
530235458793,0
451853190116,2
181492292115,2
680524433656,0
916638867533,1
361010631569,2
582489815970,2
379409270444,1
483267912038,0
466254986974,1
742662778092,2
810352062841,1
954406766346,2
353382746940,0
531397618311,1
125194109636,2
750926521855,0
365508101366,1
406735539676,0
777001639731,1
847916019818,2
486392034490,2
552007839905,1
109744534009,0
382369172873,2
237851095219,1
124783521522,2
299394812181,1
355575179158,0
369666825520,2
591647044181,0
625790088217,0
355695065865,1
345497980875,0
320823779894,2
194320257575,2
676841148942,1
232536560973,1
522127203153,2
750359692636,0
847185641942,1
139814496253,1
756827579777,0
744343292314,0
179029119568,0
907810725703,2
336185943011,2
266247526160,2
693515745239,0
655730096021,0
270671875588,0
565457696921,1
528770413392,0
457610041820,1
897501108408,2
824730508912,2
792814359217,0
163354054450,1
235155014227,2
908677335275,1
306146080297,0
592835204649,2
248904608709,0
183743318593,1
912289275636,2
683551624880,2
984421070296,0
620123038753,1
659636684339,1
982251529334,1
330690963604,0
883039635382,1
965688955925,0
495966450629,2
576016278939,0
282764426176,0
930184018590,0
902487512122,0
369623855134,2
813540591803,2
357991853912,0
465433323447,2
303057123020,2
438837776412,2
946367559986,0
552009586036,0
188503711525,2
760268332138,1
303831789055,2
723353373623,2
542655709001,2
760942659899,0
152408166372,2
637569843741,2
998903306216,0
608044950830,2
762716201291,2
296624432273,2
668705044684,1
653895018015,2
355949186612,1
930293823202,2
550092134381,1
256253216838,1
334162144321,1
176767605651,1
613817699580,2
620137144041,2
916538034937,0
503289186203,2
667688751601,1
812995309513,2
689435016081,0
952198130818,1
589227576158,0
191457740039,1
414800118190,1
800921158588,0
567847795459,2
452148096024,0
916885516867,0
934096124523,0
344820739193,2
112259128545,0
439459688311,2
475160739982,2
509303223457,0
814000450090,0
572212529902,2
305970051081,1
268038991727,0
214625184913,2
589956695222,2
424031212423,1
579731268598,2
936563520610,2
420711951477,1
525957907860,1
389003011500,1
419901599838,1
266886205385,1
729830198782,0
587864569253,1
899198158550,1
327833342017,0
478760967163,2
143911491995,2
781822835481,0
532563372227,2
852127133599,2
715204407358,2
609413651306,2
906945882728,2
842443404560,0
634345517250,1
241293871810,2
444959411037,1
849750297718,1
530576103219,2
982131790036,0
923774692223,2
247374961777,2
395945741627,0
125590127750,2
342265836638,0
962274341133,1
677892791952,1
738430445541,2
807825555393,2
277352230335,0
500547513481,0
627836582001,1
592242873773,1
459796211869,0
586956062649,0
430016623191,1
699114049117,0
698891421066,1
680263614381,2
625558807887,2
547740627063,1
193715758214,0
522009403644,1
600365424327,2
296111870291,2
802122478356,1
238073975896,1
592150980140,2
742283120467,1
145029890176,0
500575341099,0
455708141375,2
751207187233,2
796010039311,1
683240321102,0
891262169836,1
252795978825,0
123834995532,0
841173497774,1
169321996151,0
365451180796,0
727189434051,0
425499933578,0
222040124790,1
304312551460,0
629144126208,2
527347340565,2
926453612680,2
573389146665,0
783752253204,1
963409878858,2
397133195691,2
492346243117,2
746773541104,0
555356512304,2
669281934867,2
115086535517,1
517185903167,2
881522109509,1
163940732032,0
997699706658,2
272751458630,1
745801037950,1
172925665053,0
524984130647,2
963359787674,1
572599718058,0
634568701124,0
903230670537,2
728689970910,0
167925720371,2
168994624514,0
730099169572,2
265371263623,1
142573586918,0
485037391538,2
334947496363,2
769930345486,1
688418956338,2
792631807484,2
384587849810,1
478989819639,0
911304861984,1
822647777911,2
643407110200,0
143834292792,2
158000486428,0
744581999980,1
201882102070,0
202194007052,1
967813016096,2
729003234309,2
542522059574,0
965008347221,0
792076513348,1
536707794206,2
909725537672,2
598312319355,1
842605978143,0
809907104239,1
719413240953,1
344741323128,1
817920739529,1
429587463570,0
353313691816,0
956422803439,2
833516731201,2
213044959796,1
799898728076,2
383162885144,0
348350247461,2
543664327351,2
604929600920,1
616044169625,1
509059013534,0
470073858407,1
132469834449,2
708999292789,0
665928903275,0
570480578687,2
342421906149,2
661983804153,0
635646508579,2
795739053818,2
916045529034,0
737098354160,0
397429989926,1
311483217675,1
274866692972,1
334995968309,1
958156523752,2
808197036389,0
525707462611,2
695963685905,0
959979600834,2
854151525071,2
743214445245,2
716396183367,0
622450041745,2
185275455408,0
503882251420,0
859902361001,2
635329685868,1
932031645733,1
552564678573,0
351445839597,2
353360569868,2
933005834285,2
514427781421,1
584068735332,1
559591045418,1
556974362754,2
318863786388,2
927336280295,1
899240152022,1
383261879308,0
485728753487,0
519354432839,2
969613502243,0
847810982520,2
251288461032,2
989591187735,2
107888273115,1
988180395551,1
673312869320,1
332698982434,2
989903618946,0
532376617127,1
203517839204,2
893901214956,2
710787241885,2
580179863030,0
553243279080,0
387410714502,2
190826933201,1
771612077036,0
879447097997,2
462852554969,1
677505932516,2
944903155366,0
754545151090,0
446693472057,0
408534659323,0
205519045482,1
260414423201,1
824417955393,1
683358459860,0
851093520308,1
203089078143,2
352752184043,2
943329059683,1
586196997494,2
377608948217,1
792870156522,0
163019516459,0
123727301659,1
502490325331,1
180252649591,1
327030489923,2
109624657281,1
473986803111,0
874361609029,0
430599302848,2
243929385658,1
459656036073,2
111782263946,2
688884654190,0
932126856909,2
236423950522,2
290552641914,2
153674577375,2
485453712403,1
836126320939,1
162437987414,2
379794073121,2
919537810952,1
240677138170,0
915665134947,2
524801731121,2
887882709326,2
775985669421,1
472854071731,2
628530134836,0
352877101185,0
804135031007,2
660879640528,0
718445688914,0
337819473325,2
522253863575,1
900503513295,1
490924755694,0
365269625316,0
167553885657,1
944181521513,0
525106419264,1
998397224762,2
962054368201,0
250279196556,0
616576374997,2
311082038333,1
997516606050,0
639656317006,2
160266154313,0
674986460644,2
829589484537,2
346023943400,1
625546461348,1
